Mod:Item:MetaData, Localized Name
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Enchanter
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
moreplanets:diona_cobblestone_slab, Diona Cobblestone Slab
moreplanets:chalos_cobblestone_slab, Chalos Cobblestone Slab
moreplanets:nibiru_cobblestone_slab, Nibiru Cobblestone Slab
moreplanets:diona_dungeon_brick_slab, Diona Dungeon Brick Slab
moreplanets:chalos_dungeon_brick_slab, Chalos Dungeon Brick Slab
moreplanets:nibiru_dungeon_brick_slab, Nibiru Dungeon Brick Slab
moreplanets:alien_ship_decoration_slab, Alien Ship Decoration Slab
moreplanets:cheese_spore_slab, Cheese Spore Slab
moreplanets:infected_oak_slab, Infected Oak Slab
moreplanets:alien_berry_oak_slab, Alien Berry Oak Slab
moreplanets:oscalea_slab, Oscalea Slab
moreplanets:frolia_slab, Frolia Slab
moreplanets:infected_oak_pressure_plate, Infected Oak Pressure Plate
moreplanets:alien_berry_oak_pressure_plate, Alien Berry Oak Pressure Plate
moreplanets:oscalea_pressure_plate, Oscalea Pressure Plate
moreplanets:frolia_pressure_plate, Frolia Pressure Plate
moreplanets:dark_energy_storage_cluster, Dark Energy Storage Cluster
moreplanets:nuclear_waste_energy_storage_cluster, Nuclear Waste Energy Storage Cluster
moreplanets:space_warp_pad, Space Warp Pad
moreplanets:dark_energy_receiver, Dark Energy Receiver
moreplanets:space_portal, Space Portal
moreplanets:black_hole_storage, Black Hole Storage
moreplanets:alien_defender_beacon, Alien Defender Beacon
moreplanets:shield_generator, Shield Generator
moreplanets:alien_ship_booster, Alien Ship Booster
moreplanets:alien_ship_decoration_0, Alien Ship Decoration
moreplanets:alien_ship_decoration_1, Alien Ship Decoration
moreplanets:alien_chest, Alien Chest
moreplanets:tinted_glass, Tinted Glass
moreplanets:white_tinted_glass, White Tinted Glass
moreplanets:orange_tinted_glass, Orange Tinted Glass
moreplanets:magenta_tinted_glass, Magenta Tinted Glass
moreplanets:light_blue_tinted_glass, Light Blue Tinted Glass
moreplanets:yellow_tinted_glass, Yellow Tinted Glass
moreplanets:lime_tinted_glass, Lime Tinted Glass
moreplanets:pink_tinted_glass, Pink Tinted Glass
moreplanets:gray_tinted_glass, Gray Tinted Glass
moreplanets:silver_tinted_glass, Light Gray Tinted Glass
moreplanets:cyan_tinted_glass, Cyan Tinted Glass
moreplanets:purple_tinted_glass, Purple Tinted Glass
moreplanets:blue_tinted_glass, Blue Tinted Glass
moreplanets:brown_tinted_glass, Brown Tinted Glass
moreplanets:green_tinted_glass, Green Tinted Glass
moreplanets:red_tinted_glass, Red Tinted Glass
moreplanets:black_tinted_glass, Black Tinted Glass
moreplanets:tinted_glass_pane, Tinted Glass Pane
moreplanets:white_tinted_glass_pane, White Tinted Glass Pane
moreplanets:orange_tinted_glass_pane, Orange Tinted Glass Pane
moreplanets:magenta_tinted_glass_pane, Magenta Tinted Glass Pane
moreplanets:light_blue_tinted_glass_pane, Light Blue Tinted Glass Pane
moreplanets:yellow_tinted_glass_pane, Yellow Tinted Glass Pane
moreplanets:lime_tinted_glass_pane, Lime Tinted Glass Pane
moreplanets:pink_tinted_glass_pane, Pink Tinted Glass Pane
moreplanets:gray_tinted_glass_pane, Gray Tinted Glass Pane
moreplanets:silver_tinted_glass_pane, Light Gray Tinted Glass Pane
moreplanets:cyan_tinted_glass_pane, Cyan Tinted Glass Pane
moreplanets:purple_tinted_glass_pane, Purple Tinted Glass Pane
moreplanets:blue_tinted_glass_pane, Blue Tinted Glass Pane
moreplanets:brown_tinted_glass_pane, Brown Tinted Glass Pane
moreplanets:green_tinted_glass_pane, Green Tinted Glass Pane
moreplanets:red_tinted_glass_pane, Red Tinted Glass Pane
moreplanets:black_tinted_glass_pane, Black Tinted Glass Pane
moreplanets:diona_cobblestone_wall, Diona Cobblestone Wall
moreplanets:chalos_cobblestone_wall, Chalos Cobblestone Wall
moreplanets:nibiru_cobblestone_wall, Nibiru Cobblestone Wall
moreplanets:diona_dungeon_brick_wall, Diona Dungeon Brick Wall
moreplanets:chalos_dungeon_brick_wall, Chalos Dungeon Brick Wall
moreplanets:nibiru_dungeon_brick_wall, Nibiru Dungeon Brick Wall
moreplanets:polished_tin_decoration_block, Polished Tin Decoration Block
moreplanets:polished_aluminum_decoration_block, Polished Aluminum Decoration Block
moreplanets:desh_frame, Desh Frame
moreplanets:dungeon_glowstone, Dungeon Glowstone
moreplanets:fronos_grass_block, Fronos Grass Block
moreplanets:fronos_dirt, Fronos Dirt
moreplanets:fronos_coarse_dirt, Fronos Coarse Dirt
moreplanets:fronos_farmland, Fronos Farmland
moreplanets:fronos_stone, Fronos Stone
moreplanets:fronos_cobblestone, Fronos Cobblestone
moreplanets:fronos_stone_bricks, Fronos Stone Bricks
moreplanets:fronos_mossy_stone_bricks, Fronos Mossy Stone Bricks
moreplanets:fronos_cracked_stone_bricks, Fronos Cracked Stone Bricks
moreplanets:fronos_chiseled_stone_bricks, Fronos Chiseled Stone Bricks
moreplanets:fronos_dungeon_brick, Fronos Dungeon Brick
moreplanets:fronos_grass, Fronos Grass
moreplanets:large_wheat, Large Wheat
moreplanets:fronos_tall_grass, Fronos Tall Grass
moreplanets:oscalea_fence, Oscalea Fence
moreplanets:frolia_fence, Frolia Fence
moreplanets:oscalea_fence_gate, Oscalea Fence Gate
moreplanets:frolia_fence_gate, Frolia Fence Gate
moreplanets:oscalea_stairs, Oscalea Stairs
moreplanets:frolia_stairs, Frolia Stairs
moreplanets:oscalea_trapdoor, Oscalea Trapdoor
moreplanets:frolia_trapdoor, Frolia Trapdoor
moreplanets:fronos_iron_ore, Iron Ore
moreplanets:fronos_gold_ore, Gold Ore
moreplanets:fronos_tin_ore, Tin Ore
moreplanets:fronos_copper_ore, Copper Ore
moreplanets:fronos_aluminum_ore, Aluminum Ore
moreplanets:fronos_lead_ore, Lead Ore
moreplanets:fronos_coal_ore, Coal Ore
moreplanets:fronos_lapis_ore, Lapis Ore
moreplanets:fronos_diamond_ore, Diamond Ore
moreplanets:fronos_emerald_ore, Emerald Ore
moreplanets:fronos_redstone_ore, Redstone Ore
moreplanets:fronos_silicon_ore, Silicon Ore
moreplanets:fronos_quartz_ore, Quartz Ore
moreplanets:extrailonite_ore, Extrailonite Ore
moreplanets:red_candy_cane, Red Candy Cane
moreplanets:green_candy_cane, Green Candy Cane
moreplanets:blue_candy_cane, Blue Candy Cane
moreplanets:orange_candy_cane, Orange Candy Cane
moreplanets:pink_candy_cane, Pink Candy Cane
moreplanets:yellow_candy_cane, Yellow Candy Cane
moreplanets:purple_candy_cane, Purple Candy Cane
moreplanets:rainbow_candy_cane, Rainbow Candy Cane
moreplanets:grape_jelly_block, Grape Jelly Block
moreplanets:raspberry_jelly_block, Raspberry Jelly Block
moreplanets:strawberry_jelly_block, Strawberry Jelly Block
moreplanets:berry_jelly_block, Berry Jelly Block
moreplanets:lime_jelly_block, Lime Jelly Block
moreplanets:orange_jelly_block, Orange Jelly Block
moreplanets:green_jelly_block, Green Jelly Block
moreplanets:lemon_jelly_block, Lemon Jelly Block
moreplanets:diona_surface_rock, Diona Surface Rock
moreplanets:diona_sub_surface_rock, Diona Sub-Surface Rock
moreplanets:diona_rock, Diona Rock
moreplanets:diona_cobblestone, Diona Cobblestone
moreplanets:setrorium_ore, Setrorium Ore
moreplanets:illenium_ore, Illenium Ore
moreplanets:diona_tin_ore, Tin Ore
moreplanets:diona_copper_ore, Copper Ore
moreplanets:diona_aluminum_ore, Aluminum Ore
moreplanets:setrorium_block, Block of Setrorium
moreplanets:illenium_block, Block of Illenium
moreplanets:diona_dungeon_brick, Diona Dungeon Brick
moreplanets:infected_purlonite_segment, Infected Purlonite Segment
moreplanets:infected_purlonite_eye_core, Infected Purlonite Eye Core
moreplanets:infected_purlonite_ender_core, Infected Purlonite Ender Core
moreplanets:albetius_worm_egg_rock, Albetius Worm Egg Rock
moreplanets:infected_purlonite_planks, Infected Purlonite Planks
moreplanets:infected_purlonite_fence, Infected Purlonite Fence
moreplanets:diona_ancient_chest, Diona Ancient Chest
moreplanets:diona_treasure_chest, Diona Treasure Chest
moreplanets:zelius_egg, Zelius Egg
moreplanets:infected_purlonite_cobweb, Infected Purlonite Cobweb
moreplanets:infected_purlonite_torch, Infected Purlonite Torch
moreplanets:infected_purlonite_crystal, Infected Purlonite Crystal
moreplanets:alien_miner_blood, Alien Miner Blood
moreplanets:infected_purlonite_slime_block, Infected Purlonite Slime Block
moreplanets:dark_energy_core, Dark Energy Core
moreplanets:infected_purlonite_water_fluid, Infected Purlonite Water
moreplanets:infected_purlonite_lava_fluid, Infected Purlonite Lava
moreplanets:diona_cobblestone_stairs, Diona Cobblestone Stairs
moreplanets:diona_dungeon_brick_stairs, Diona Dungeon Brick Stairs
moreplanets:dark_energy_generator, Dark Energy Generator
moreplanets:glowing_iron_block, Block of Glowing Iron
moreplanets:crashed_alien_probe, Crashed Alien Probe
moreplanets:alien_ship_decoration_stairs, Alien Ship Decoration Stairs
moreplanets:koentus_regolith, Koentus Regolith
moreplanets:koentus_fine_regolith, Koentus Fine Regolith
moreplanets:koentus_rock, Koentus Rock
moreplanets:koentus_cobblestone, Koentus Cobblestone
moreplanets:anti_gravity_ore, Anti Gravity Ore
moreplanets:goldenite_crystals_ore, Goldenite Crystals Ore
moreplanets:koentus_tin_ore, Tin Ore
moreplanets:koentus_copper_ore, Copper Ore
moreplanets:koentus_aluminum_ore, Aluminum Ore
moreplanets:koentus_iron_ore, Iron Ore
moreplanets:anti_gravity_fragments_block, Block of Anti Gravity Fragments
moreplanets:goldenite_crystals_block, Block of Goldenite Crystals
moreplanets:koentus_dungeon_brick, Koentus Dungeon Brick
moreplanets:fallen_koentus_meteor, Fallen Koentus Meteor
moreplanets:koentus_ice, Koentus Ice
moreplanets:white_glowing_hardened_ice, White Glowing Hardened Ice
moreplanets:orange_glowing_hardened_ice, Orange Glowing Hardened Ice
moreplanets:magenta_glowing_hardened_ice, Magenta Glowing Hardened Ice
moreplanets:light_blue_glowing_hardened_ice, Light Blue Glowing Hardened Ice
moreplanets:yellow_glowing_hardened_ice, Yellow Glowing Hardened Ice
moreplanets:lime_glowing_hardened_ice, Lime Glowing Hardened Ice
moreplanets:pink_glowing_hardened_ice, Pink Glowing Hardened Ice
